Km,Owner Type,Seats,No Of Cylinder,Max Power Delivered,Max Torque Delivered,Listed Price,Car Age,Usage Type,Car Size,Is Turbo,Is Advanced Engine,City Freq,Brand Category_Commercial,Brand Category_Luxury,Brand Category_Mid,Brand Category_Other,Brand Category_Premium,Brand Category_Ultra_Luxury,Fuel_diesel,Fuel_electric,Fuel_lpg,Fuel_petrol,Car Segment_Other,Car Segment_SUV,Car Segment_Sedan,Transmission_manual,Drive Type_4wd,Drive Type_4x2,Drive Type_awd,Drive Type_fwd,Drive Type_rwd,Gear Type_CVT,Gear Type_Direct,Gear Type_Manual
139871.0,3.0,5,3,73.9,180.0,280000,15,2.0,9.70246562,0,0,4881,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
59000.0,1.0,5,4,103.6,153.0,411000,13,1.0,10.919377856,0,0,52,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
53634.0,1.0,5,4,108.62,250.0,500000,9,1.0,9.96515197,0,0,4821,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
45751.0,3.0,5,3,74.0,110.0,310000,11,1.0,9.811777118,0,0,4969,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15000.0,1.0,5,3,75.1,95.0,475000,7,0.0,9.811777118,0,0,1159,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
66000.0,1.0,5,4,103.2,250.0,645002,11,1.0,10.919377856,0,0,2856,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
59000.0,1.0,5,3,73.9,110.0,295000,14,1.0,9.70246562,0,0,52,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
78000.0,1.0,5,3,75.0,95.0,690000,7,1.0,9.811777118,0,0,4881,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
98000.0,2.0,5,3,73.9,180.0,405000,14,2.0,9.70246562,0,0,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
77000.0,2.0,5,4,103.6,175.0,475000,11,1.0,9.811777118,0,1,2856,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
65000.0,2.0,5,4,103.6,153.0,400000,13,1.0,10.919377856,0,0,117,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
50000.0,1.0,5,4,103.6,250.0,400000,13,1.0,10.919377856,0,0,520,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
95000.0,3.0,5,3,73.9,110.0,199000,16,2.0,9.70246562,0,0,2856,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100000.0,1.0,5,4,103.6,153.0,600000,12,2.0,10.919377856,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30000.0,1.0,5,3,108.62,175.0,1050000,6,1.0,9.811777118,0,1,879,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
160666.5,1.0,5,4,138.03,320.0,780000,12,2.0,12.036219006,0,0,4881,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
160666.5,1.0,5,4,105.0,25.5,274247,16,2.0,11.833473366,0,0,4821,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
105011.0,1.0,5,4,103.6,153.0,210000,15,2.0,10.919377856,0,0,4969,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
37284.0,1.0,5,3,73.75,110.0,617000,10,1.0,9.96515197,0,0,4881,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
126379.0,1.0,5,4,103.6,250.0,270000,13,2.0,10.919377856,0,0,937,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
60000.0,1.0,5,3,75.0,95.0,595000,8,1.0,9.96515197,0,0,2856,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55700.0,2.0,5,4,88.0,230.0,490000,11,1.0,9.811777118,0,0,937,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16822.0,1.0,5,3,108.62,175.0,800000,5,0.0,9.811777118,0,1,1298,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40672.0,1.0,5,3,74.0,110.0,628000,11,1.0,9.811777118,0,0,4881,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120000.0,1.0,5,4,103.6,250.0,490000,11,2.0,9.811777118,0,0,25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40000.0,2.0,5,3,74.0,110.0,410000,9,1.0,9.811777118,0,0,309,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
65000.0,1.0,5,4,103.5,175.0,575000,11,1.0,9.811777118,0,1,4821,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
60000.0,1.0,5,4,103.2,153.0,730000,6,1.0,10.94178087,0,0,1206,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55087.0,2.0,5,3,73.9,110.0,300311,15,1.0,9.70246562,0,0,4881,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
25470.0,1.0,5,4,103.2,153.0,550000,10,1.0,10.94178087,0,0,4821,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
67840.0,1.0,5,3,74.0,110.0,460000,12,1.0,9.811777118,0,0,879,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2220.0,1.0,5,3,113.98,178.0,1500000,4,0.0,12.042244104,0,1,4821,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20000.0,1.0,5,3,113.98,178.0,1350000,4,1.0,11.97548352,0,1,309,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
70000.0,2.0,5,3,73.9,110.0,230000,15,1.0,9.70246562,0,0,520,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100000.0,2.0,5,3,73.9,180.0,410000,13,2.0,9.70246562,0,0,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
80000.0,1.0,5,4,108.62,250.0,375000,10,2.0,9.96515197,0,0,2856,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9081.0,1.0,5,3,113.98,178.0,1350000,4,0.0,11.97548352,0,1,4821,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
90036.0,1.0,5,3,73.9,110.0,240000,15,2.0,9.70246562,0,0,937,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9000.0,1.0,5,3,113.98,178.0,1658180,4,0.0,11.97548352,0,1,2856,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
39431.0,1.0,5,3,73.75,110.0,525564,10,1.0,9.96515197,0,0,4881,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
109967.0,1.0,5,4,103.6,250.0,360000,14,2.0,10.919377856,0,0,1298,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
160666.5,2.0,5,4,103.6,250.0,216778,13,2.0,9.70246562,0,0,3235,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
70000.0,3.0,5,4,88.8,230.0,350000,12,1.0,9.811777118,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
86071.0,2.0,5,4,103.2,250.0,553254,11,2.0,10.919377856,0,0,4821,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
79296.0,2.0,5,4,103.6,250.0,250000,14,1.0,10.919377856,0,0,4821,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
35405.0,1.0,5,3,108.62,175.0,1000000,5,1.0,9.811777118,0,1,879,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
70365.0,1.0,5,4,103.2,250.0,630000,11,1.0,10.919377856,0,0,879,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
90000.0,3.0,5,4,103.6,250.0,245000,15,2.0,10.919377856,0,0,4969,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30000.0,1.0,5,3,108.62,175.0,898000,5,1.0,9.811777118,0,1,187,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
50000.0,1.0,5,3,73.75,110.0,380000,9,1.0,9.96515197,0,0,520,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40000.0,1.0,5,4,88.8,230.0,355000,12,1.0,9.811777118,0,0,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
104000.0,1.0,5,3,73.9,180.0,165000,15,2.0,9.70246562,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
80000.0,2.0,5,4,103.6,250.0,280000,15,2.0,10.919377856,0,0,189,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1000.0,1.0,5,4,147.51,250.0,1600000,4,0.0,12.042244104,0,1,1298,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
160666.5,1.0,5,4,103.6,250.0,216976,15,2.0,10.919377856,0,0,4821,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20000.0,1.0,5,3,108.62,175.0,850000,6,1.0,9.811777118,0,1,3235,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
103161.0,2.0,5,3,73.9,110.0,200000,16,2.0,9.70246562,0,0,4969,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
52000.0,1.0,5,4,108.62,250.0,750000,8,1.0,9.96515197,0,0,879,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20973.0,1.0,5,3,73.75,110.0,425000,9,1.0,9.96515197,0,0,4821,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
69000.0,1.0,5,4,103.6,153.0,335000,14,1.0,10.919377856,0,0,2856,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49450.0,1.0,5,4,103.5,175.0,600000,10,1.0,9.811777118,0,1,4821,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
112861.0,1.0,5,3,74.0,110.0,300000,13,2.0,9.811777118,0,0,937,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
46546.0,2.0,5,4,103.6,153.0,350000,13,1.0,10.919377856,0,0,4821,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
86603.0,1.0,5,4,108.62,250.0,450000,9,2.0,9.96515197,0,0,937,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28563.0,1.0,5,4,103.2,175.0,800000,8,1.0,10.94178087,0,1,4821,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
103567.0,1.0,5,4,103.6,175.0,625000,12,2.0,9.70246562,0,1,187,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
88000.0,2.0,5,4,103.6,153.0,420000,13,2.0,10.919377856,0,0,1298,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
95312.0,1.0,5,3,73.9,110.0,179737,16,2.0,9.70246562,0,0,4969,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
56506.0,1.0,5,3,75.0,95.0,600000,7,1.0,9.811777118,0,0,1298,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
140826.0,3.0,5,4,103.2,250.0,500000,11,2.0,10.919377856,0,0,4821,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
66275.0,1.0,5,4,103.6,250.0,400000,13,1.0,10.919377856,0,0,4821,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
88140.0,2.0,5,3,73.9,180.0,200000,13,2.0,9.70246562,0,0,4969,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17000.0,1.0,5,4,147.94,250.0,1658180,5,0.0,12.114689158,0,1,1298,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16491.0,1.0,5,4,103.5,175.0,725000,9,0.0,9.811777118,0,1,2856,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
80000.0,1.0,5,4,103.6,153.0,300000,15,2.0,10.919377856,0,0,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
66000.0,1.0,5,3,74.0,110.0,400000,11,1.0,9.811777118,0,0,1206,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
105603.0,2.0,5,4,103.6,153.0,240000,15,2.0,10.919377856,0,0,4821,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
137509.0,1.0,5,4,103.2,250.0,435260,11,2.0,10.919377856,0,0,1214,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
80010.0,1.0,5,4,103.2,250.0,400000,12,2.0,10.919377856,0,0,4881,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
91439.0,1.0,5,4,103.6,153.0,364242,12,2.0,10.919377856,0,0,1298,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
43645.0,2.0,5,3,73.9,110.0,300000,16,1.0,9.70246562,0,0,4881,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100864.0,4.0,5,4,103.6,153.0,310000,16,2.0,10.919377856,0,0,1298,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
39982.0,1.0,5,3,74.0,110.0,400000,11,1.0,9.811777118,0,0,4821,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
115000.0,2.0,5,4,103.6,250.0,305000,13,2.0,10.919377856,0,0,189,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
70000.0,2.0,5,4,103.6,153.0,250000,15,1.0,10.919377856,0,0,305,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
72000.0,1.0,5,4,103.2,250.0,590000,12,1.0,10.919377856,0,0,879,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
69181.0,1.0,5,4,103.6,153.0,273973,15,1.0,10.919377856,0,0,937,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
137807.0,2.0,5,4,138.1,320.0,602685,14,2.0,11.997467496,1,0,4881,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
97580.0,1.0,5,4,88.5,230.0,580000,12,2.0,9.978870924,0,0,4881,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
90000.0,2.0,5,4,88.0,230.0,549000,9,2.0,9.811777118,0,0,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100000.0,1.0,5,3,73.9,180.0,180000,15,2.0,9.70246562,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
66000.0,2.0,5,4,103.2,153.0,890000,7,1.0,10.94178087,0,0,187,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
71106.0,1.0,5,3,73.9,110.0,275000,16,1.0,9.70246562,0,0,2856,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
72000.0,2.0,5,3,73.9,110.0,325000,14,1.0,9.70246562,0,0,2856,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29300.0,1.0,5,3,74.0,110.0,430000,11,1.0,9.811777118,0,0,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
67032.0,1.0,5,3,74.0,110.0,490000,11,1.0,9.811777118,0,0,879,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
58000.0,2.0,5,4,103.6,175.0,799000,10,1.0,9.70246562,0,1,4881,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
71819.0,1.0,5,4,108.495,250.0,430423,9,1.0,9.96515197,0,0,4969,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48000.0,2.0,5,3,73.9,110.0,210000,13,1.0,9.70246562,0,0,1159,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
129965.0,1.0,5,4,103.6,250.0,433272,13,2.0,10.919377856,0,0,4881,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
35202.0,1.0,5,4,103.6,250.0,825000,7,1.0,10.919377856,0,0,1298,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
52231.0,2.0,5,4,103.6,153.0,230000,15,1.0,10.919377856,0,0,4969,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
80000.0,3.0,5,3,73.9,180.0,274441,16,2.0,9.70246562,0,0,4881,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
99937.0,1.0,5,4,103.6,250.0,359943,14,2.0,10.919377856,0,0,1298,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
45000.0,1.0,5,3,73.9,180.0,425000,12,1.0,9.70246562,0,0,2856,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19500.0,1.0,5,4,103.5,153.0,325000,14,0.0,9.70246562,0,0,2856,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
122630.0,3.0,5,4,167.7,350.0,562521,15,2.0,12.7589826,0,0,4821,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
80000.0,2.0,5,4,103.6,250.0,480000,13,2.0,10.919377856,0,0,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
80000.0,2.0,5,3,73.9,180.0,240000,15,2.0,9.70246562,0,0,28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
113000.0,1.0,5,3,74.0,110.0,540000,8,2.0,9.811777118,0,0,4821,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
97295.0,1.0,5,3,73.9,180.0,275000,12,2.0,9.70246562,0,0,4969,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
74113.0,3.0,5,4,88.8,230.0,300000,12,1.0,9.811777118,0,0,4969,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
80000.0,2.0,5,4,103.6,153.0,250000,14,2.0,10.919377856,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
80000.0,1.0,5,4,103.6,153.0,400000,14,2.0,10.919377856,0,0,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
80000.0,2.0,5,3,73.9,180.0,310000,13,2.0,9.70246562,0,0,29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
44851.0,1.0,5,4,103.6,153.0,265317,15,1.0,10.919377856,0,0,4969,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
117741.0,2.0,5,4,175.0,350.0,1658180,9,2.0,12.715457664,0,0,1298,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
160666.5,1.0,5,4,103.6,250.0,220000,16,2.0,10.919377856,0,0,4821,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
95288.0,1.0,5,3,73.9,180.0,180000,14,2.0,9.70246562,0,0,4969,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
58239.0,2.0,5,4,103.6,250.0,400000,15,1.0,10.919377856,0,0,879,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
84074.0,2.0,5,4,138.03,320.0,607643,12,2.0,12.036219006,0,0,1206,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30463.0,4.0,5,4,103.5,175.0,600000,10,1.0,9.811777118,0,1,4821,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
38950.0,1.0,5,4,108.6,250.0,800000,10,1.0,10.94178087,0,0,4821,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
67091.0,3.0,5,3,73.9,110.0,190000,16,1.0,9.70246562,0,0,4821,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30000.0,2.0,5,3,75.0,95.0,775000,8,1.0,9.811777118,0,0,4881,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
160666.5,1.0,5,4,103.6,153.0,300000,14,2.0,10.919377856,0,0,4881,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
52150.0,1.0,5,4,103.6,250.0,340000,12,1.0,10.919377856,0,0,4969,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5919.0,1.0,5,3,113.98,178.0,1658180,4,0.0,11.97548352,0,1,4821,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
60000.0,1.0,5,3,73.9,110.0,275000,14,1.0,9.70246562,0,0,2856,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
52000.0,2.0,5,4,108.62,250.0,690000,8,1.0,9.96515197,0,0,879,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
66919.0,3.0,5,3,74.0,110.0,300000,12,1.0,9.811777118,0,0,4969,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
86470.0,2.0,5,4,120.33,200.0,365000,14,2.0,11.997467496,1,0,2856,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13000.0,1.0,5,4,103.6,153.0,445000,13,0.0,10.919377856,0,0,2856,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
90814.0,1.0,5,3,73.9,110.0,200000,15,2.0,9.70246562,0,0,4969,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
58000.0,1.0,5,4,88.0,230.0,395000,12,1.0,9.811777118,0,0,2856,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
71712.0,2.0,5,3,74.0,110.0,400000,9,1.0,9.811777118,0,0,4969,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
140000.0,3.0,5,3,73.9,180.0,310000,13,2.0,9.70246562,0,0,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
98000.0,1.0,5,4,88.8,230.0,535000,11,2.0,9.811777118,0,0,1298,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
72500.0,2.0,5,4,103.2,250.0,375000,12,1.0,10.919377856,0,0,937,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
63311.0,1.0,5,4,103.6,250.0,450000,13,1.0,10.919377856,0,0,2856,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40922.0,1.0,5,3,74.0,110.0,600000,9,1.0,9.811777118,0,0,4821,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24200.0,1.0,5,4,147.51,250.0,1658180,5,1.0,11.97548352,0,1,4881,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
79678.0,1.0,5,4,108.6,250.0,700000,10,1.0,10.94178087,0,0,4881,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
73524.0,2.0,5,4,88.8,230.0,425000,12,1.0,9.811777118,0,0,4821,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5000.0,1.0,5,3,73.75,110.0,700000,9,0.0,9.96515197,0,0,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
93000.0,2.0,5,4,103.6,250.0,350000,14,2.0,10.919377856,0,0,1298,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
50000.0,1.0,5,3,74.0,110.0,295000,12,1.0,9.811777118,0,0,1159,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
73108.0,1.0,5,3,73.9,110.0,210000,13,1.0,9.70246562,0,0,1214,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
160666.5,2.0,5,4,138.03,320.0,325000,13,2.0,12.036219006,0,0,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100000.0,3.0,5,4,141.0,340.0,1658180,8,2.0,13.793588688,0,0,2856,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
50000.0,1.0,5,4,103.6,153.0,359999,15,1.0,10.919377856,0,0,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
67602.0,3.0,5,3,73.9,110.0,200000,16,1.0,9.70246562,0,0,4821,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100000.0,2.0,5,4,103.6,250.0,190000,15,2.0,10.919377856,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
70000.0,2.0,5,3,73.9,110.0,420000,13,1.0,9.70246562,0,0,4821,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40897.0,1.0,5,4,103.6,153.0,350000,15,1.0,10.919377856,0,0,4821,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
72774.0,2.0,5,4,88.8,230.0,376092,11,1.0,9.811777118,0,0,1214,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55833.0,1.0,5,3,74.0,110.0,400000,10,1.0,9.811777118,0,0,1298,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
